"title","location","date"
"The Secretary of State to Certain Diplomatic and Consular Officers 66","Washington",1949-10-11
"The Chargé in the Netherlands (Steere) to the Secretary of State 1","The Hague",1949-10-11
"The Chargé in the Netherlands (Steere) to the Secretary of State","The Hague",1949-10-12
"The Chargé in the Netherlands (Steere) to the Secretary of State","The Hague",1949-10-12
"Memorandum of Conversation, by the Secretary of State","Washington",1949-10-13
"The Consul at Batavia (Abbey) to the Secretary of State 1","Batavia",1949-10-14
"The Secretary of State to the Embassy in the Netherlands 1","Washington",1949-10-14
"The Consul General at Batavia (Beam) to the Secretary of State","Batavia",1949-10-15
"The Secretary of State to the Embassy in the Netherlands 1","Washington",1949-10-17
"The Chargé in the Netherlands (Steere) to the Secretary of State","The Hague",1949-10-18
"The Chargé in the Netherlands (Steere) to the Secretary of State","The Hague",1949-10-18
"The Secretary of State to the Embassy in the Netherlands 1","Washington",1949-10-18
"The Consul General at Batavia (Beam) to the Secretary of State","Batavia",1949-10-19
"The Chargé in the Netherlands (Steere) to the Secretary of State 1","The Hague",1949-10-19
"The Secretary of State to the Consulate General at Batavia 1","Washington",1949-10-19
"Memorandum by Mr. Frederick E. Nolting, Jr., of the Office of Western European Affairs, to the Secretary of State","Washington",1949-10-20
"The Consul General at Batavia (Beam) to the Secretary of State 1","Batavia",1949-10-21
"Memorandum by the Assistant Secretary of State for Far Eastern Affairs (Butterworth) to the Secretary of State","Washington",1949-10-21
"The Chargé in the Netherlands (Steere) to the Secretary of State 1","The Hague",1949-10-23
"Memorandum by the Assistant Secretary of State for Far Eastern Affairs (Butterworth) to the Under Secretary of State (Webb)","Washington",1949-10-24
"The Secretary of State to the Embassy in the Netherlands","Washington",1949-10-25
"The Chargé in the Netherlands (Steere) to the Secretary of State","The Hague",1949-10-26
"The Ambassador in the Netherlands (Chapin) to the Secretary of State","The Hague",1949-10-29
"The Ambassador in the Netherlands (Chapin) to the Secretary of State","The Hague",1949-10-30
"The Ambassador in the Netherlands (Chapin) to the Secretary of State 1","The Hague",1949-10-31
"The Ambassador in the Netherlands (Chapin) to the Secretary of State 1","The Hague",1949-11-01
"Memorandum by Mr. Charlton Ogburn, Jr., of the Bureau of Far Eastern Affairs","Washington",1949-11-02
"The Ambassador in the Netherlands (Chapin) to the Secretary of State","The Hague",1949-11-02
"The Secretary of State to the Embassy in the Netherlands","Washington",1949-11-02
"The Secretary of State to the Embassy in the Netherlands","Washington",1949-11-02
"The Ambassador in the Netherlands (Chapin) to the Secretary of State","The Hague",1949-11-03
"Memorandum of Conversation, by the Deputy Under Secretary of State (Rusk)","Washington",1949-11-04
"The Secretary of State to the Embassy in the Netherlands","Washington",1949-11-04
"The Secretary of State to the Embassy in the Netherlands","Washington",1949-11-04
"Memorandum of Conversation, by Mr. William S. B. Lacy, of the Office of Philippine and Southeast Asian Affairs","Washington",1949-11-07
"The Chargé in India (Donovan) to the Secretary of State","New Delhi",1949-11-07
"The Ambassador in the Netherlands (Chapin) to the Secretary of State","The Hague",1949-11-07
"Confidential Report by the Chairman of the United States Delegation (Willoughby) to the Secretary of State","Washington",1949-11-10
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington",1949-11-10
"The Consul General at Batavia (Beam) to the Secretary of State","Batavia",1949-11-16
"Memorandum by the Assistant Director of the Mutual Defense Assistance Program (Bell)","Washington",1949-11-17
"Memorandum by the Assistant Secretary of State for Far Eastern Affairs (Butterworth) to the Secretary of State","Washington",1949-11-18
"The Ambassador in the Philippines (Cowen) to the Secretary of State 35","Manila",1949-11-23
"The Acting Secretary of State to Certain Diplomatic Offices 1","Washington",1949-11-25
"The Ambassador in the Netherlands (Chapin) to the Secretary of State","The Hague",1949-11-25
"The British Embassy to the Department of State 44 1237/93/49","Washington",1949-11-28
"The Consul General at Batavia (Beam) to the Secretary of State","Batavia",1949-11-29
"Memorandum by the Deputy Assistant Secretary of State for Far Eastern Affairs (Merchant) to the Assistant Secretary of State for Far Eastern Affairs (Butterworth)","Washington",1949-12-01
"The Consul General at Batavia (Beam) to the Secretary of State","Batavia",1949-12-01
"The Secretary of State to the Embassy in France","Washington",1949-12-01
"The Consul General at Batavia (Beam) to the Secretary of State","Batavia",1949-12-04
"Minutes of a Meeting at the United States Mission at the United Nations, New York, December 5, 1949, 9:30 a. m.","New York",1949-12-05
"The Secretary of State to the Consulate General at Batavia 1","Washington",1949-12-06
"The Consul General at Batavia (Beam) to the Secretary of State","Batavia",1949-12-08
"The Secretary of State to the United States Representative at the United Nations (Austin)1","Washington",1949-12-19
"The Consul General at Batavia (Beam) to the Secretary of State","Batavia",1949-12-20
"The Ambassador in the Netherlands (Chapin) to the Secretary of State","The Hague",1949-12-22
"Memorandum of Conversation, by the Assistant Secretary of State for Far Eastern Affairs (Butterworth)","Washington",1949-12-22
"Memorandum of Conversation, by the Secretary of State","Washington",1949-12-24
"The Consul General at Batavia (Beam) to the Secretary of State","Batavia",1949-12-24
"The Consul General at Saigon (Abbott) to the Secretary of State","Saigon",1949-12-27
"Memorandum of Conversation, by the Director of the Office of Chinese Affairs (Sprouse)","Washington",1949-12-27
"Note by the Executive Secretary of the National Security Council (Souers) to the Council","Washington",1949-12-27
"The Ambassador in the Netherlands (Chapin) to the Secretary of State","The Hague",1949-12-27
"The Secretary of State to the Embassy in the Netherlands 1","Washington",1949-12-27
"The Ambassador in India (Henderson) to the Secretary of State","New Delhi",1949-12-29
"The Secretary of State to the Ambassador in the Netherlands (Chapin)","Washington",1949-12-29
"Memorandum by the Executive Secretary of the National Security Council (Souers) to the National Security Council","Washington",1949-12-30
"The Secretary of State to the Ambassador in Indonesia (Cochran)","Washington",1949-12-30
"Memorandum of Conversation, by the Secretary of State","Washington",1950-01-05
"Memorandum by the Counselor (Kennan) to the Secretary of State 1","Washington",1950-01-06
"Memorandum by the Secretary of State to President Truman","Washington",1950-01-09
"The Ambassador in Indonesia (Cochran) to the Secretary of State","Djakarta",1950-01-11
"Memorandum by the Director of the Office of European Regional Affairs (Martin) to the Assistant Secretary of State for European Affairs (Perkins)","Washington",1950-01-13
"The Secretary of State to the Embassy in France","Washington",1950-01-13
"Memorandum by the Assistant Secretary of State for Far Eastern Affairs (Butterworth) to the Secretary of State","Washington",1950-01-16
"The Secretary of State to the Embassy in Thailand 1","Washington",1950-01-17
"The Ambassador-Designate in Indonesia (Cochran) to the Secretary of State","Djakarta",1950-01-18
"The Ambassador-Designate in Indonesia (Cochran) to the Secretary of State","Djakarta",1950-01-19
"The United States Representative at the United Nations (Austin) to the Secretary of State","New York",1950-01-20
"The Secretary of State to the Consulate General at Saigon","Washington",1950-01-20
"The Ambassador-Designate in Indonesia (Cochran) to the Secretary of State","Djakarta",1950-01-24
"The Ambassador-Designate in Indonesia (Cochran) to the Secretary of State","Djakarta",1950-01-24
"The Ambassador in the Soviet Union (Kirk) to the Secretary of State 1","Moscow",1950-01-25
"Memorandum of Conversation, by the Officer in Charge of Iranian Affairs (Ferguson)","Washington",1950-01-26
"Memorandum by Mr. Edmund A. Gullion 1","Washington",1950-01-26
"The Ambassador-Designate in Indonesia (Cochran) to the Secretary of State","Djakarta",1950-01-29
"Memorandum by the Director of the Office of Eastern European Affairs (Yost) to the Assistant Secretary of State for European Affairs (Perkins)1","Washington",1950-01-31
"The Secretary of Defense (Johnson) to the Secretary of State","Washington",1950-02-01
"Position Paper for the United States Delegation to the Fourth Session of the Contracting Parties to the General Agreement on Tariffs and Trade ( GATT )1","Washington",1950-02-01
"Memorandum by the Acting Assistant Secretary of State for Far Eastern Affairs (Merchant) to the Secretary of State and the Under Secretary of State (Webb)1","Washington",1950-02-03
"Memorandum of Conversation, by the Ambassador at Large (Jessup)1","Djakarta",1950-02-03
"Memorandum of Conversation, by the Secretary of State 1","Washington",1950-02-04
"Memorandum of Conversation, by the Ambassador at Large (Jessup)1","Kuala Lumpur",1950-02-06
"The Secretary of State to the Embassy in Indonesia","Washington",1950-02-07
"The Secretary of State to the Embassy in Indonesia","Washington",1950-02-10
"The Ambassador in Iran (Wiley) to the Secretary of State","Tehran",1950-02-15
"The Ambassador in France (Bruce) to the Secretary of State","Paris",1950-02-15
"The Ambassador in Thailand (Stanton) to the Secretary of State","Bangkok",1950-02-17
"Draft Memorandum by the Counselor (Kennan) to the Secretary of State 1","Washington",1950-02-17
"The Ambassador in Thailand (Stanton) to the Secretary of State","Bangkok",1950-02-17
"The Secretary of State to Certain Diplomatic and Consular Offices 1","Washington",1950-02-24
"The Ambassador in Thailand (Stanton) to the Secretary of State","Bangkok",1950-02-27
"Mr. James W. Barco 1 to the Director of the Office of United Nations Political and Security Affairs (Bancroft)","Geneva",1950-02-27
"National Security Council Progress Report by the Under Secretary of State (Webb)","Washington",1950-02-27
"The Ambassador in Thailand (Stanton) to the Secretary of State","Bangkok",1950-02-27
"The Austrian Legation to the Department of State 1","Washington",1950-03-01
"The Secretary of State to the Embassy in Indonesia 1","Washington",1950-03-02
"Paper Prepared in the Bureau of Far Eastern Affairs 1","Washington",1950-03-06
"Memorandum by the Acting Assistant Secretary of State for Far Eastern Affairs (Merchant) to the Secretary of State","Washington",1950-03-07
"The Secretary of State to Certain Diplomatic Missions 1","Washington",1950-03-07
"The Ambassador in Indonesia (Cochran)1 to the Secretary of State","Djakarta",1950-03-08
"Memorandum by the Special Assistant to the Secretary (Howard) to the Assistant Secretary of State for Far Eastern Affairs (Butterworth)","Washington",1950-03-09
