"title","location","date","lat","long","region"
"The Consul General at Batavia (Livengood) to the Acting Secretary of State","Jakarta","1949-01-10",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Acting Political Adviser in Japan (Sebald)","Washington","1949-01-10",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Acting Secretary of State","Washington","1949-01-11",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Acting Secretary of State","Jakarta","1949-01-11",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Embassy in the Philippines","Washington","1949-01-11",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Acting Secretary of State","Jakarta","1949-01-12",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Acting Secretary of State 1","Jakarta","1949-01-12",-6.1753942,106.827183,"Asia and Pacific"
"The Acting United States Representative at the United Nations (Jessup) to the Acting Secretary of State","New York","1949-01-12",40.7127281,-74.0060152,"North America"
"The Acting United States Representative at the United Nations (Jessup) to the Acting Secretary of State","New York","1949-01-12",40.7127281,-74.0060152,"North America"
"The Chargé in the Soviet Union (Kohler) to the Secretary of State","Moscow","1949-01-13",55.7504461,37.6174943,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Acting Secretary of State","Jakarta","1949-01-14",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Acting Secretary of State 1","Jakarta","1949-01-14",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Acting Secretary of State 1","Jakarta","1949-01-14",-6.1753942,106.827183,"Asia and Pacific"
"The Chargé in the Philippines (Lockett) to the Acting Secretary of State","Manila","1949-01-15",14.5906216,120.9799696,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Acting Secretary of State","Jakarta","1949-01-15",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Acting Secretary of State 1","Jakarta","1949-01-16",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Acting Secretary of State","The Hague","1949-01-17",52.07494555,4.26968022053645,"Europe"
"The Acting United States Representative at the United Nations (Jessup) to the Acting Secretary of State 1","New York","1949-01-17",40.7127281,-74.0060152,"North America"
"The Consul General at Batavia (Livengood) to the Acting Secretary of State 1","Jakarta","1949-01-18",-6.1753942,106.827183,"Asia and Pacific"
"The Acting United States Representative at the United Nations (Jessup) to the Acting Secretary of State 1","New York","1949-01-17",40.7127281,-74.0060152,"North America"
"Memorandum by the Director of the Office of United Nations Affairs (Rusk)1","Washington","1949-01-18",38.8948932,-77.0365529,"North America"
"Memorandum of Telephone Conversation, by the Acting Chief of the Division of United Nations Political Affairs (Bancroft)","Washington","1949-01-18",38.8948932,-77.0365529,"North America"
"The Ambassador in Belgium (Kirk) to the Acting Secretary of State","Brussels","1949-01-18",50.8436709,4.36743669338796,"Europe"
"The Acting United States Representative at the United Nations (Jessup) to the Acting Secretary of State 1","New York","1949-01-18",40.7127281,-74.0060152,"North America"
"The Acting United States Representative at the United Nations (Jessup) to the Acting Secretary of State","New York","1949-01-18",40.7127281,-74.0060152,"North America"
"The Consul General at Batavia (Livengood) to the Acting Secretary of State","Jakarta","1949-01-19",-6.1753942,106.827183,"Asia and Pacific"
"The United States Representative at the United Nations (Austin) to the Acting Secretary of State","New York","1949-01-19",40.7127281,-74.0060152,"North America"
"The Acting Secretary of State to the Embassy in Belgium 1","Washington","1949-01-19",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Embassy in the Netherlands","Washington","1949-01-19",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Acting Secretary of State","Jakarta","1949-01-20",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Acting Secretary of State","The Hague","1949-01-20",52.07494555,4.26968022053645,"Europe"
"The Ambassador in the Netherlands (Baruch) to the Acting Secretary of State","The Hague","1949-01-20",52.07494555,4.26968022053645,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-01-21",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in Belgium (Kirk) to the Secretary of State","Brussels","1949-01-22",50.8436709,4.36743669338796,"Europe"
"The Secretary of State to the Embassy in the Netherlands 1","Washington","1949-01-22",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-01-23",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-01-24",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-01-25",-6.1753942,106.827183,"Asia and Pacific"
"The Acting United States Representative at the United Nations (Jessup) to the Secretary of State 1","New York","1949-01-26",40.7127281,-74.0060152,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-01-31",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Embassy in the Netherlands","Washington","1949-01-31",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Embassy in Belgium 1","Washington","1949-01-31",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Consulate General at Batavia","Washington","1949-01-31",38.8948932,-77.0365529,"North America"
"The British Embassy to the Department of State 1","Washington","1949-02-01",38.8948932,-77.0365529,"North America"
"The Chargé in the United Kingdom (Holmes) to the Secretary of State","London","1949-02-01",51.5073219,-0.1276474,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-02-02",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-02-02",-6.1753942,106.827183,"Asia and Pacific"
"Memorandum of Conversation, by the Chief of the Division of Southeast Asian Affairs (Reed)","Washington","1949-02-03",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Embassy in the Netherlands 1","Washington","1949-02-03",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-02-04",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State 1","The Hague","1949-02-04",52.07494555,4.26968022053645,"Europe"
"The United States Representative at the United Nations (Austin) to the Secretary of State","New York","1949-02-04",40.7127281,-74.0060152,"North America"
"The Secretary of State to the Embassy in the Netherlands 1","Washington","1949-02-05",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-02-07",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-02-08",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-02-09",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in Belgium (Kirk) to the Secretary of State","Brussels","1949-02-09",50.8436709,4.36743669338796,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-02-10",-6.1753942,106.827183,"Asia and Pacific"
"Memorandum by the Director of the Office of European Affairs (Hickerson)1","Washington","1949-02-11",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Director of the Office of Far Eastern Affairs (Butterworth)","Washington","1949-02-11",38.8948932,-77.0365529,"North America"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1949-02-12",52.07494555,4.26968022053645,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-02-13",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Consulate General at Batavia 1","Washington","1949-02-14",38.8948932,-77.0365529,"North America"
"The Ambassador in China (Stuart) to the Secretary of State","Nanking","1949-02-15",32.0609736,118.7916458,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-02-15",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-02-16",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Consulate General at Batavia 1","Washington","1949-02-16",38.8948932,-77.0365529,"North America"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1949-02-17",52.07494555,4.26968022053645,"Europe"
"Memorandum of Conversation, by Mr. Joseph W. Scott, of the Office of European Affairs","Washington","1949-02-17",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-02-18",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the United Kingdom (Douglas) to the Secretary of State 1","London","1949-02-18",51.5073219,-0.1276474,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-02-19",-6.1753942,106.827183,"Asia and Pacific"
"Current Economic Developments","Washington","1949-02-21",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-02-22",-6.1753942,106.827183,"Asia and Pacific"
"Memorandum of Conversation, by the Chief of the Division of South-east Asian Affairs (Reed)","Washington","1949-02-23",38.8948932,-77.0365529,"North America"
"The Department of State to the Netherlands Embassy 1","Washington","1949-02-23",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Assistant Secretary of State for United Nations Affairs (Rusk)","Washington","1949-02-23",38.8948932,-77.0365529,"North America"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1949-02-23",52.07494555,4.26968022053645,"Europe"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1949-02-23",52.07494555,4.26968022053645,"Europe"
"The Secretary of State to the Consulate General at Batavia 1","Washington","1949-02-24",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Chief of the Division of Southeast Asian Affairs (Reed)","Washington","1949-02-25",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-02-25",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-02-25",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State 1","The Hague","1949-02-25",52.07494555,4.26968022053645,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-02-26",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-02-26",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-02-26",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-02-26",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Consulate General at Batavia 1","Washington","1949-02-26",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-02-27",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in Belgium (Kirk) to the Secretary of State 1","Brussels","1949-02-28",50.8436709,4.36743669338796,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-03-01",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-03-01",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1949-03-01",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State 1","The Hague","1949-03-01",52.07494555,4.26968022053645,"Europe"
"The Secretary of State to the Consulate General at Batavia 1","Washington","1949-03-01",38.8948932,-77.0365529,"North America"
